institution.displayName,institution.schoolType,institution.aliasNames,institution.state,institution.city,institution.zip,institution.region,institution.isPublic,institution.institutionalControl,institution.primaryPhotoCardThumb,ranking.displayRank,ranking.sortRank,ranking.isTied,searchData.actAvg.rawValue,searchData.percentReceivingAid.rawValue,searchData.acceptanceRate.rawValue,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.engineeringRepScore.rawValue,searchData.parentRank.rawValue,searchData.enrollment.rawValue,searchData.businessRepScore.rawValue,searchData.satAvg.rawValue,searchData.costAfterAid.rawValue,searchData.testAvgs.displayValue.0.value,searchData.testAvgs.displayValue.1.value
EMBRY-RIDDLE-AERONAUTICAL-UNIVERSITY-WORLDWIDE,regional-universities-south,,FL,Daytona Beach,,south,True,private,,#123-135,-1,False,,,70,11185,,3.3,,9394,,,,N/A,N/A
EMERSON-COLLEGE,regional-universities-north,,MA,Boston,02116,north,True,private,,#13,13,True,30,49,43,55392,3.7,,,4149,,1250,50293.0,1250-1430,30-32
EMMANUEL-COLLEGE,national-liberal-arts-colleges,,MA,Boston,02115,,True,private,,#152,152,True,25,,80,46686,,,,1947,,1160,,1160-1310,25-30
EMMANUEL-UNIVERSITY,regional-colleges-south,,GA,Franklin Springs,30639,south,True,private,,#52,52,True,,,63,23534,3.5,,,840,,950,,950-1020,N/A
EMMAUS-BIBLE-COLLEGE,regional-colleges-midwest,,IA,Dubuque,52001,midwest,True,private,,#41,41,True,18,,99,19800,,,,193,,1100,,1100-1240,18-26
EMORY-&-HENRY-COLLEGE,regional-universities-south,,VA,Emory,24327,south,True,private,,#21,21,True,,,97,35155,3.6,,,1082,,,,N/A,N/A
EMORY-UNIVERSITY,national-universities,,GA,Atlanta,30322,,True,private,,#24,24,True,32,41,11,60774,3.8,,,7101,4.0,1430,26986.0,1430-1550,32-34
EMPORIA-STATE-UNIVERSITY,regional-universities-midwest,,KS,Emporia,66801,midwest,True,public,,#83,83,True,18,,96,15659,3.5,,,2740,< 2.0,,,N/A,18-24
ENDICOTT-COLLEGE,regional-universities-north,,MA,Beverly,01915,north,True,private,,#39,39,True,24,58,73,39212,3.6,,,3411,,1130,39362.0,1130-1280,24-29
ERSKINE-COLLEGE,regional-colleges-south,,SC,Due West,29639,south,True,private,,#43,43,True,17,,69,36710,3.3,,,817,,920,,920-1150,17-23
ESCUELA-DE-ARTES-PLASTICAS-DE-PUERTO-RICO,specialty-arts,,PR,San Juan,00902,,True,public,,Unranked,-2,False,,,99,7304,,,,485,,,,N/A,N/A
EUREKA-COLLEGE,regional-colleges-midwest,,IL,Eureka,61530,midwest,True,private,,#41,41,True,16,,87,28110,3.2,,,559,,870,,870-1155,16-23
EVANGEL-UNIVERSITY,regional-universities-midwest,,MO,Springfield,65802,midwest,True,private,,#108,108,True,19,,49,27192,3.6,,,1258,,990,,990-1370,19-25
EVERGLADES-UNIVERSITY,regional-universities-south,,FL,Boca Raton,33431,south,True,private,,#97,97,False,,,70,20000,,,,2246,,,,N/A,N/A
THE-EVERGREEN-STATE-COLLEGE,regional-universities-west,,WA,Olympia,98505,west,True,public,,#69,69,True,22,,96,30973,3.3,,,1871,,980,,980-1220,22-29
FAIRFIELD-UNIVERSITY,national-universities,,CT,Fairfield,06824,,True,private,,#124,124,True,28,25,52,56360,3.8,2.7,,4757,2.9,1240,39373.0,1240-1370,28-31
FAIRLEIGH-DICKINSON-UNIVERSITY,regional-universities-north,FDU,NJ,Teaneck,07666,north,True,private,,#45,45,True,20,75,87,38770,3.2,2.5,,7432,2.5,980,30408.0,980-1280,20-27
FAIRMONT-STATE-UNIVERSITY,regional-universities-south,,WV,Fairmont,26554,south,True,public,,#98,98,True,18,,98,18022,3.4,,,2790,,820,,820-1050,18-23
FAITH-BAPTIST-BIBLE-COLLEGE-AND-THEOLOGICAL-SEMINARY,regional-colleges-midwest,,IA,Ankeny,50023,midwest,True,private,,#44,44,False,20,,56,18740,,,,384,,1020,,1020-1180,20-27
FARMINGDALE-STATE-COLLEGE-SUNY,regional-colleges-north,Farmingdale State College SUNY Farmingdale Farmingdale State College SUNY,NY,Farmingdale,11735,north,True,public,,#16,16,True,19,,73,18486,3.3,,,9264,,1000,,1000-1175,19-24
FASHION-INSTITUTE-OF-DESIGN-&-MERCHANDISING,regional-colleges-west,,CA,Los Angeles,90015,west,True,proprietary,,#6,6,False,,,42,32645,,,,1761,,,,N/A,N/A
FASHION-INSTITUTE-OF-TECHNOLOGY,regional-universities-north,FIT,NY,New York,10001,north,True,public,,Unranked,-2,False,,,53,16750,3.7,,,7872,,,,N/A,N/A
FAULKNER-UNIVERSITY,regional-universities-south,,AL,Montgomery,36109,south,True,private,,#123-135,-1,False,17,,14,23920,3.4,,,1792,,950,,950-1130,17-24
FAYETTEVILLE-STATE-UNIVERSITY,regional-universities-south,,NC,Fayetteville,28301,south,True,public,,#69,69,True,14,,81,6262,3.3,,,5748,< 2.0,870,,870-1060,14-19
FEATHER-RIVER-COMMUNITY-COLLEGE-DISTRICT,regional-colleges-west,,CA,Quincy,95971,west,True,public,,Unranked,-2,False,,,,9531,,,,1354,,,,N/A,N/A
FELICIAN-UNIVERSITY,regional-universities-north,,NJ,Lodi,07644,north,True,private,,#123,123,True,18,,89,37830,3.2,,,1803,,893,,893-1108,18-25
FERRIS-STATE-UNIVERSITY,national-universities,,MI,Big Rapids,49307,,True,public,,#304,304,True,18,,88,14686,3.3,2.5,,9000,,910,,910-1150,18-23
FERRUM-COLLEGE,regional-colleges-south,,VA,Ferrum,24088,south,True,private,,#52,52,True,18,,76,37280,,,,863,,920,,920-1180,18-24
FISHER-COLLEGE,regional-colleges-north,,MA,Boston,02116,north,True,private,,#40,40,False,15,,72,34150,2.7,,,1253,,800,,800-1070,15-24
FISK-UNIVERSITY,national-liberal-arts-colleges,,TN,Nashville,37208,,True,private,,#146,146,True,19,,71,23578,,,,1009,,1090,,1090-1450,19-25
FITCHBURG-STATE-UNIVERSITY,regional-universities-north,,MA,Fitchburg,01420,north,True,public,,#69,69,True,22,43,86,17001,3.3,,,3168,,1020,25894.0,1020-1220,22-31
FIVE-TOWNS-COLLEGE,specialty-arts,,NY,Dix Hills,11746,,True,proprietary,,Unranked,-2,False,,,58,29200,2.8,,,496,,,,N/A,N/A
FLAGLER-COLLEGE,regional-colleges-south,,FL,St. Augustine,32084,south,True,private,,#3,3,True,22,59,81,26610,3.6,,,2607,,1050,30994.0,1050-1230,22-29
FLORIDA-A&M-UNIVERSITY,national-universities,Florida A & M Florida A and M FAM,FL,Tallahassee,32307,,True,public,,#170,170,True,20,11,33,17725,3.7,,,7709,,1040,30213.0,1040-1170,20-24
FLORIDA-A&M-UNIVERSITY-FLORIDA-STATE-UNIVERSITY-COLLEGE-OF-ENGINEERING,unranked,,FL,,,,True,public,,Unranked,-2,False,,,,,,2.4,,0,,,,N/A,N/A
FLORIDA-ATLANTIC-UNIVERSITY,national-universities,,FL,Boca Raton,33431,,True,public,,#209,209,True,20,30,81,21655,3.8,2.2,,24229,2.7,1020,34587.0,1020-1200,20-25
FLORIDA-COLLEGE,regional-colleges-south,,FL,Temple Terrace,33617,south,True,private,,#61,61,True,19,,58,18060,,,,606,,930,,930-1200,19-27
FLORIDA-GATEWAY-COLLEGE,regional-colleges-south,,FL,Lake City,32025,south,True,public,,Unranked,-2,False,,,,11747,,,,2792,,,,N/A,N/A
FLORIDA-GULF-COAST-UNIVERSITY,national-universities,,FL,Fort Myers,33965,,True,public,,#304,304,True,20,,74,25161,,2.7,,14137,2.2,1040,,1040-1200,20-25
FLORIDA-INSTITUTE-OF-TECHNOLOGY,national-universities,Florida Tech,FL,Melbourne,32901,,True,private,,#269,269,True,22,,64,44360,3.5,2.2,,3374,,1120,,1120-1320,22-28
FLORIDA-INTERNATIONAL-UNIVERSITY,national-universities,FIU,FL,Miami,33199,,True,public,,#124,124,True,21,41,64,18964,3.9,2.3,,45442,2.9,1060,28431.0,1060-1250,21-26
FLORIDA-KEYS-COMMUNITY-COLLEGE,regional-colleges-south,,FL,Key West,33040,south,True,public,,Unranked,-2,False,,,,13162,,,,865,,,,N/A,N/A
FLORIDA-MEMORIAL-UNIVERSITY,regional-colleges-south,,FL,Miami,33054,south,True,private,,#43,43,True,,,57,16836,,,,992,,,,N/A,N/A
FLORIDA-NATIONAL-UNIVERSITY,regional-universities-south,,FL,Hialeah,33012,south,True,proprietary,,#69,69,True,,,99,16088,,,,2465,,,,N/A,N/A
FLORIDA-POLYTECHNIC-UNIVERSITY,regional-colleges-south,,FL,Lakeland,33805,south,True,public,,#2,2,False,26,54,47,21005,3.5,3.1,,1531,,1233,24008.0,1233-1390,26-31
FLORIDA-SOUTHERN-COLLEGE,regional-universities-south,,FL,Lakeland,33801,south,True,private,,#11,11,True,25,65,57,42360,3.8,,,2738,< 2.0,1160,29437.0,1160-1330,25-30
FLORIDA-SOUTHWESTERN-STATE-COLLEGE,regional-colleges-south,,FL,Fort Myers,33919,south,True,public,,Unranked,-2,False,,,85,9750,3.1,,,14337,,,,N/A,N/A
FLORIDA-STATE-COLLEGE-JACKSONVILLE,regional-colleges-south,Florida State College Jacksonville,FL,Jacksonville,32202,south,True,public,,Unranked,-2,False,,,,9992,,,,20717,,,,N/A,N/A
FLORIDA-STATE-UNIVERSITY,national-universities,FSU,FL,Tallahassee,32306,,True,public,,#53,53,True,26,31,25,21683,3.7,,,32936,3.3,1210,29477.0,1210-1370,26-31
FONTBONNE-UNIVERSITY,regional-universities-midwest,,MO,St. Louis,63105,midwest,True,private,,#74,74,True,18,79,94,28976,3.3,,,682,,,23544.0,N/A,18-25
FOOTHILL-COLLEGE,regional-colleges-west,,CA,Los Altos Hills,94022,west,True,public,,Unranked,-2,False,,,,11510,,,,12438,,,,N/A,N/A
FORDHAM-UNIVERSITY,national-universities,,NY,New York,10023,,True,private,,#89,89,True,30,77,54,61567,3.7,,,10098,3.1,1320,52191.0,1320-1480,30-33
FORT-HAYS-STATE-UNIVERSITY,regional-universities-midwest,,KS,Hays,67601,midwest,True,public,,#109,109,True,,,90,15870,,,,11402,,,,N/A,N/A
FORT-LEWIS-COLLEGE,regional-colleges-west,,CO,Durango,81301,west,True,public,,#23,23,True,16,45,91,19724,3.3,2.1,,3268,2.0,1000,30218.0,1000-1220,16-23
FORT-VALLEY-STATE-UNIVERSITY,regional-universities-south,,GA,Fort Valley,31030,south,True,public,,#69,69,True,16,,43,20190,3.3,,,2354,,810,,810-950,16-20
FRAMINGHAM-STATE-UNIVERSITY,regional-universities-north,,MA,Framingham,01701,north,True,public,,#80,80,True,27,,87,17460,3.1,,,2970,,1010,,1010-1200,27-31
FRANCISCAN-MISSIONARIES-OF-OUR-LADY-UNIVERSITY,health,,LA,Baton Rouge,70808,,True,private,,Unranked,-2,False,,,55,15012,,,,962,,,,N/A,N/A
FRANCISCAN-UNIVERSITY-OF-STEUBENVILLE,regional-universities-midwest,,OH,Steubenville,43952,midwest,True,private,,#26,26,True,22,61,67,32630,3.9,,,2785,,1100,25644.0,1100-1320,22-28
FRANCIS-MARION-UNIVERSITY,regional-universities-south,,SC,Florence,29502,south,True,public,,#55,55,True,15,36,83,21544,,< 2.0,,3635,< 2.0,890,19207.0,890-1123,15-22
FRANKLIN-COLLEGE,national-liberal-arts-colleges,,IN,Franklin,46131,,True,private,,#139,139,True,18,,93,37350,3.5,,,894,,970,,970-1170,18-25
FRANKLIN-&-MARSHALL-COLLEGE,national-liberal-arts-colleges,F&M Franklin & Marshall,PA,Lancaster,17604,,True,private,,#35,35,True,30,58,36,68380,,,,1990,,1300,29609.0,1300-1440,30-32
FRANKLIN-PIERCE-UNIVERSITY,regional-universities-north,,NH,Rindge,03461,north,True,private,,#141,141,True,,,89,43155,,,,1279,,,,N/A,N/A
FRANKLIN-UNIVERSITY,regional-universities-midwest,,OH,Columbus,43215,midwest,True,private,,#149-164,-1,False,,,,9577,,,,4740,,,,N/A,N/A
FRANKLIN-UNIVERSITY-SWITZERLAND,unranked,,,6924 Sorengo (Lugano,,,True,private,,Unranked,-2,False,,,,,,,,0,,,,N/A,N/A
FRANKLIN-W.-OLIN-COLLEGE-OF-ENGINEERING,specialty-engineering,,MA,Needham,02492,,True,private,,Unranked,-2,False,,,19,61802,3.9,4.4,,386,,,,N/A,N/A
FREED-HARDEMAN-UNIVERSITY,regional-universities-south,Freed Hardeman University,TN,Henderson,38340,south,True,private,,#36,36,True,19,62,91,24300,3.7,,,1850,,1040,20786.0,1040-1240,19-26
FRESNO-PACIFIC-UNIVERSITY,regional-universities-west,,CA,Fresno,93727,west,True,private,,#41,41,True,25,77,75,35558,3.7,,,1744,,1000,26531.0,1000-1220,25
FRIENDS-UNIVERSITY,regional-universities-midwest,,KS,Wichita,67213,midwest,True,private,,#124,124,True,18,,56,32748,3.4,,,1279,,985,,985-1165,18-24
FROSTBURG-STATE-UNIVERSITY,regional-universities-north,,MD,Frostburg,21532,north,True,public,,#111,111,True,18,,88,25180,,< 2.0,,3264,2.0,970,,970-1160,18-25
FURMAN-UNIVERSITY,national-liberal-arts-colleges,,SC,Greenville,29613,,True,private,,#46,46,True,28,45,67,58312,3.7,,,2283,,1260,34330.0,1260-1455,28-33
GALEN-COLLEGE-OF-NURSING-LOUISVILLE,health,,KY,Louisville,,,True,proprietary,,Unranked,-2,False,,,,42420,,,,3992,,,,N/A,N/A
GALLAUDET-UNIVERSITY,national-universities,,DC,Washington,20002,,True,private,,#236,236,True,14,,59,18254,3.8,,,914,,753,,753-1091,14-20
GANNON-UNIVERSITY,national-universities,,PA,Erie,16541,,True,private,,#260,260,True,21,,81,36676,3.6,2.2,,2991,,1030,,1030-1263,21-27
GARDNER-WEBB-UNIVERSITY,national-universities,Gardner Webb Gardner Webb University,NC,Boiling Springs,28017,,True,private,,#356,356,True,18,,79,33230,,,,1983,,960,,960-1215,18-24
GENEVA-COLLEGE,regional-universities-north,,PA,Beaver Falls,15010,north,True,private,,#83,83,False,,,79,30990,,2.4,,1180,,,,N/A,N/A
GEORGE-FOX-UNIVERSITY,national-universities,,OR,Newberg,97132,,True,private,,#269,269,True,22,,92,40940,3.7,2.8,,2534,,1020,,1020-1290,22-28
GEORGE-MASON-UNIVERSITY,national-universities,GMU,VA,Fairfax,22030,,True,public,,#105,105,True,25,30,90,37976,3.7,2.5,,27014,3.1,1140,45716.0,1140-1350,25-31
GEORGETOWN-COLLEGE,national-liberal-arts-colleges,,KY,Georgetown,40324,,True,private,,#186-204,-1,False,18,,72,42010,3.6,,,1233,,1030,,1030-1230,18-24
GEORGETOWN-UNIVERSITY,national-universities,,DC,Washington,20057,,True,private,,#22,22,True,32,30,12,65082,,,,7900,4.0,1390,35840.0,1390-1560,32-35
GEORGE-WASHINGTON-UNIVERSITY,national-universities,GW GWU,DC,Washington,20052,,True,private,,#67,67,True,31,41,49,64990,,2.8,,11482,3.5,1330,42346.0,1330-1490,31-34
GEORGIA-COLLEGE-&-STATE-UNIVERSITY,regional-universities-south,,GA,Milledgeville,31061,south,True,public,,#16,16,True,21,11,80,28178,3.5,,,5265,2.3,1060,41802.0,1060-1230,21-26
GEORGIA-GWINNETT-COLLEGE,regional-colleges-south,,GA,Lawrenceville,30043,south,True,public,,#47,47,True,15,28,94,16244,3,,,11030,< 2.0,900,32244.0,900-1120,15-20
GEORGIA-HIGHLANDS-COLLEGE,regional-colleges-south,,GA,Rome,30161,south,True,public,,Unranked,-2,False,,,,9696,,,,5240,,,,N/A,N/A
GEORGIA-INSTITUTE-OF-TECHNOLOGY,national-universities,Georgia Tech,GA,Atlanta,30332,,True,public,,#33,33,True,31,19,17,32876,,4.6,,18415,3.8,1370,35578.0,1370-1550,31-35
GEORGIA-MILITARY-COLLEGE,regional-colleges-south,,GA,Milledgeville,31061,south,True,public,,Unranked,-2,False,,,,7043,,,,7014,,,,N/A,N/A
GEORGIAN-COURT-UNIVERSITY,regional-universities-north,,NJ,Lakewood,08701,north,True,private,,#111,111,True,20,,76,37110,3.6,,,1471,,1043,,1043-1251,20-24
GEORGIA-SOUTHERN-UNIVERSITY,national-universities,,GA,Statesboro,30460,,True,public,,#352,352,True,18,,89,20816,3.4,2.6,,22003,2.4,950,,950-1150,18-23
GEORGIA-SOUTHWESTERN-STATE-UNIVERSITY,regional-universities-south,,GA,Americus,31709,south,True,public,,#103,103,True,19,,86,19434,,,,2466,< 2.0,990,,990-1170,19-23
GEORGIA-STATE-UNIVERSITY,national-universities,,GA,Atlanta,30302,,True,public,,#227,227,True,19,,61,29306,3.6,,,28927,3.4,940,,940-1190,19-26
GETTYSBURG-COLLEGE,national-liberal-arts-colleges,,PA,Gettysburg,17325,,True,private,,#63,63,True,28,60,56,64230,,,,2241,,1350,31048.0,1350-1440,28-32
GLENVILLE-STATE-UNIVERSITY,regional-colleges-south,,WV,Glenville,26351,south,True,public,,#52,52,True,,,,11140,,,,1557,,,,N/A,N/A
GODDARD-COLLEGE,regional-universities-north,,VT,Plainfield,05667,north,True,private,,Unranked,-2,False,,,100,18477,,,,146,,,,N/A,N/A
GOD'S-BIBLE-SCHOOL-AND-COLLEGE,regional-colleges-midwest,Gods Bible School and College,OH,Cincinnati,45210,midwest,True,private,,#57,57,True,,,65,7046,,,,336,,,,N/A,N/A
GOLDEY-BEACOM-COLLEGE,regional-universities-north,,DE,Wilmington,19808,north,True,private,,#123,123,True,21,,91,13050,3.3,,,620,,920,,920-1120,21-22
GOLDFARB-SCHOOL-OF-NURSING-AT-BARNES-JEWISH-COLLEGE,health,Goldfarb School of Nursing at Barnes Jewish College,MO,Saint Louis,63110,,True,private,,Unranked,-2,False,,,,21515,,,,566,,,,N/A,N/A
GONZAGA-UNIVERSITY,national-universities,,WA,Spokane,99258,,True,private,,#93,93,True,26,42,70,53500,3.7,3.3,,5084,2.9,1210,58001.0,1210-1410,26-31
GOOD-SAMARITAN-COLLEGE-OF-NURSING-AND-HEALTH-SCIENCE,health,,OH,Cincinnati,,,True,private,,Unranked,-2,False,,,89,15470,,,,305,,,,N/A,N/A
GOODWIN-UNIVERSITY,regional-colleges-north,,CT,East Hartford,,north,True,private,,#41-44,-1,False,,,,21198,,,,3156,,,,N/A,N/A
GORDON-COLLEGE,national-liberal-arts-colleges,,MA,Wenham,01984,,True,private,,#163,163,True,23,,92,28100,3.7,,,1294,,1070,,1070-1305,23-32
GORDON-STATE-COLLEGE,regional-colleges-south,,GA,Barnesville,30204,south,True,public,,#91-99,-1,False,16,,88,10381,,,,3101,,900,,900-1080,16-23
GOSHEN-COLLEGE,regional-colleges-midwest,,IN,Goshen,46526,midwest,True,private,,#12,12,True,22,72,94,37760,3.5,,,717,,990,23536.0,990-1220,22-29
GOUCHER-COLLEGE,national-liberal-arts-colleges,,MD,Baltimore,21204,,True,private,,#124,124,True,24,,81,51250,3.3,,,1002,,1110,,1110-1370,24-33
GOVERNORS-STATE-UNIVERSITY,regional-universities-midwest,,IL,University Park,60484,midwest,True,public,,#149-164,-1,False,16,,57,23536,3.9,,,2609,< 2.0,830,,830-1060,16-22
GRACE-CHRISTIAN-UNIVERSITY,regional-colleges-midwest,,MI,Grand Rapids,49509,midwest,True,private,,#55,55,False,,,100,22350,,,,969,,,,N/A,N/A
GRACE-COLLEGE-AND-SEMINARY,regional-universities-midwest,,IN,Winona Lake,46590,midwest,True,private,,#55,55,True,19,,83,29048,,< 2.0,,1598,,990,,990-1220,19-27
GRACELAND-UNIVERSITY,regional-universities-midwest,,IA,Lamoni,50140,midwest,True,private,,#121,121,True,16,,74,33220,3.3,,,890,,830,,830-1085,16-23
GRAMBLING-STATE-UNIVERSITY,regional-universities-south,,LA,Grambling,71245,south,True,public,,#100,100,True,15,,72,16706,,,,4405,2.0,822,,822-1040,15-19
GRAND-CANYON-UNIVERSITY,national-universities,,AZ,Phoenix,85017,,True,proprietary,,#395-435,-1,False,,,83,17800,,2.2,,65870,,,,N/A,N/A
GRAND-VALLEY-STATE-UNIVERSITY,national-universities,,MI,Allendale,49401,,True,public,,#235,235,False,,,92,20820,,2.8,,19379,2.3,,,N/A,N/A
GRAND-VIEW-UNIVERSITY,regional-universities-midwest,,IA,Des Moines,50316,midwest,True,private,,#92,92,True,17,,100,33450,,,,1561,,920,,920-1080,17-22
GRAYS-HARBOR-COLLEGE,regional-colleges-west,,WA,Aberdeen,98520,west,True,public,,Unranked,-2,False,,,,10284,,,,1469,,,,N/A,N/A
GRAYSON-COLLEGE,unranked,,TX,,,,True,public,,Unranked,-2,False,,,,5692,,,,4410,,,,N/A,N/A
GREAT-BASIN-COLLEGE,regional-colleges-west,,NV,Elko,89801,west,True,public,,#45-48,-1,False,,,,13037,,,,3414,,,,N/A,N/A
GREAT-LAKES-CHRISTIAN-COLLEGE,regional-colleges-midwest,,MI,Lansing,48917,midwest,True,private,,#68-74,-1,False,,,,17220,,,,165,,,,N/A,N/A
GREEN-RIVER-COLLEGE,regional-colleges-west,,WA,Auburn,98092,west,True,public,,Unranked,-2,False,,,,4916,,,,6559,,,,N/A,N/A
GREENSBORO-COLLEGE,regional-universities-south,,NC,Greensboro,27401,south,True,private,,#103,103,True,,,84,20400,3.4,,,730,,,,N/A,N/A
GREENVILLE-UNIVERSITY,regional-universities-midwest,,IL,Greenville,62246,midwest,True,private,,#112,112,True,16,,94,30598,3.2,< 2.0,,948,,850,,850-1100,16-25
GRINNELL-COLLEGE,national-liberal-arts-colleges,,IA,Grinnell,50112,,True,private,,#11,11,True,31,64,11,64862,,,,1759,,1380,22854.0,1380-1530,31-34
GROVE-CITY-COLLEGE,regional-colleges-north,,PA,Grove City,16127,north,True,private,,#4,4,False,25,42,71,20890,3.7,2.5,,2289,,1130,23471.0,1130-1360,25-32
GUILFORD-COLLEGE,national-liberal-arts-colleges,,NC,Greensboro,27410,,True,private,,#167,167,True,17,,82,41140,,,,1192,,950,,950-1200,17-23
GULF-COAST-STATE-COLLEGE,regional-colleges-south,,FL,Panama City,32401,south,True,public,,Unranked,-2,False,,,,8635,,,,4377,,,,N/A,N/A
GUSTAVUS-ADOLPHUS-COLLEGE,national-liberal-arts-colleges,,MN,St. Peter,56082,,True,private,,#67,67,True,25,66,74,54310,3.6,,,2088,,,29637.0,N/A,25-31
GWYNEDD-MERCY-UNIVERSITY,national-universities,Gwynedd Mercy College,PA,Gwynedd Valley,19437,,True,private,,#260,260,True,25,,90,38310,3.4,,,1412,,1015,,1015-1235,25-28
HAMILTON-COLLEGE,national-liberal-arts-colleges,,NY,Clinton,13323,,True,private,,#16,16,True,33,51,12,65740,,,,2075,,1420,29735.0,1420-1540,33-34
HAMLINE-UNIVERSITY,regional-universities-midwest,,MN,St. Paul,55104,midwest,True,private,,#10,10,False,19,81,81,49031,,,,1782,,1010,28486.0,1010-1273,19-26
HAMPDEN-SYDNEY-COLLEGE,national-liberal-arts-colleges,Hampden Sydney College,VA,Hampden-Sydney,23943,,True,private,,#116,116,True,23,,40,52388,3.4,,,835,,1040,,1040-1310,23-29
HAMPSHIRE-COLLEGE,national-liberal-arts-colleges,,MA,Amherst,01002,,True,private,,#139,139,True,,,69,56990,3.3,,,508,,,,N/A,N/A
HAMPTON-UNIVERSITY,national-universities,HU,VA,Hampton,23668,,True,private,,#280,280,True,17,,45,29312,3.3,2.3,,2794,,840,,840-1220,17-27
HANNIBAL-LAGRANGE-UNIVERSITY,regional-colleges-midwest,Hannibal LaGrange University,MO,Hannibal,63401,midwest,True,private,,#53,53,True,19,,65,25600,,,,658,,1070,,1070-1317,19-24
HANOVER-COLLEGE,national-liberal-arts-colleges,,IN,Hanover,47243,,True,private,,#112,112,True,24,,74,41441,3.8,2.0,,951,,1090,,1090-1270,24-29
HARDING-UNIVERSITY,national-universities,,AR,Searcy,72149,,True,private,,#304,304,True,20,,45,24888,3.7,2.4,,3523,,1040,,1040-1300,20-28
HARDIN-SIMMONS-UNIVERSITY,national-universities,Hardin Simmons University,TX,Abilene,79698,,True,private,,#395-435,-1,False,18,,87,31686,3.6,,,1347,,1010,,1010-1198,18-24
HARRISBURG-UNIVERSITY-OF-SCIENCE-AND-TECHNOLOGY,regional-universities-north,,PA,Harrisburg,17101,north,True,private,,#151-167,-1,False,,,84,23900,3.3,,,649,,,,N/A,N/A
HARRIS-STOWE-STATE-UNIVERSITY,regional-colleges-midwest,Harris Stowe State University,MO,St. Louis,63103,midwest,True,public,,#68-74,-1,False,,,17,10690,3,,,1084,,,,N/A,N/A
HARTWICK-COLLEGE,national-liberal-arts-colleges,,NY,Oneonta,13820,,True,private,,#121,121,True,19,,60,52849,3.5,,,1099,,1020,,1020-1210,19-27
HARVARD-UNIVERSITY,national-universities,,MA,Cambridge,02138,,True,private,,#3,3,True,34,54,3,59076,3.9,3.6,,7240,,1490,15210.0,1490-1580,34-36
HARVEY-MUDD-COLLEGE,national-liberal-arts-colleges,,CA,Claremont,91711,,True,private,,#16,16,True,34,44,13,66255,,4.4,,906,,1480,36221.0,1480-1560,34-36
HASKELL-INDIAN-NATIONS-UNIVERSITY,tribal,,KS,Lawrence,66046,,True,public,,Unranked,-2,False,,,94,480,,,,701,,,,N/A,N/A
HASTINGS-COLLEGE,regional-colleges-midwest,,NE,Hastings,68901,midwest,True,private,,#20,20,False,,72,71,36130,,,,924,,,24993.0,N/A,N/A
HAVERFORD-COLLEGE,national-liberal-arts-colleges,,PA,Haverford,19041,,True,private,,#21,21,True,33,42,14,68020,,,,1421,,1430,23753.0,1430-1540,33-35
HAWAII-PACIFIC-UNIVERSITY,regional-universities-west,HPU,HI,Honolulu,96813,west,True,private,,#73,73,True,22,,85,31940,,,,4066,,1070,,1070-1238,22-28
HEBREW-THEOLOGICAL-COLLEGE,national-liberal-arts-colleges,,IL,Skokie,60077,,True,private,,#186-204,-1,False,,,80,14200,,,,170,,,,N/A,N/A
HEIDELBERG-UNIVERSITY,regional-universities-midwest,,OH,Tiffin,44883,midwest,True,private,,#53,53,True,19,81,71,33628,,,,932,,1030,24849.0,1030-1162,19-24
HELLENIC-COLLEGE,national-liberal-arts-colleges,,MA,Brookline,02445,,True,private,,Unranked,-2,False,,,76,22490,,,,39,,,,N/A,N/A
HENDERSON-STATE-UNIVERSITY,regional-universities-south,,AR,Arkadelphia,71999,south,True,public,,#108,108,False,18,,75,9768,,,,2228,< 2.0,978,,978-1151,18-24
HENDRIX-COLLEGE,national-liberal-arts-colleges,,AR,Conway,72032,,True,private,,#112,112,True,23,,60,36650,3.9,,,1130,,1130,,1130-1340,23-31
HENRY-FORD-COLLEGE,regional-colleges-midwest,,MI,Dearborn,48128,midwest,True,public,,Unranked,-2,False,,,,7348,,,,11379,,,,N/A,N/A
